tweet,sentiment,length
yeah basically awesome,positive,22
yeeah intro seen empire top computer game,neutral,41
ill must paracetamol nice weather today though,neutral,46
sound like good five day,positive,24
callin grimmy,negative,13
wishing happy mother day carina hug joy,positive,39
well,neutral,4
hope presentation went well today tweet yr campus tomorrow around lunch time onwards,positive,84
miss newest version glade debian,negative,32
nobody home tonight except alone sigh oh wish,negative,45
usually choice lucky food love generally healthy except ice cream,positive,65
feel like bank holiday weekend bet france always holiday,neutral,56
starbucks thought trying b good,neutral,31
one last stop chicago going back miami,neutral,38
much learn,positive,10
cap thing lower part back really hurt,negative,37
iphone opening downloaded apps thing forgot cord home,negative,53
sitting doctor office,neutral,21
guess better look new best friend vip ticket used want anymore,positive,62
ugly betty sad,negative,14
working home today back killing doctor physio later today,negative,57
ay uu happy mother day,positive,22
yes article wrote blog ago,neutral,26
thanks great night dear perfectly completed weekend,positive,51
tongue still hurt need sleep,negative,28
wheelchair fitting today mall buzzing home depot homebound got real old goal taxi yellow electric red,neutral,101
ouch hate happens,negative,17
sneezing hurt back,negative,18
sorry hear,negative,10
finished mtml assignment like feel like missed lotsa point word limit hmmpph,neutral,76
oh lord idea spout getting anyone,negative,33
ohh yes rented one thought roomy hubby wont go welp congrats new baby,neutral,69
sad,negative,3
wondering gettin bed,neutral,20
resist,neutral,6
would much rather punch face might hurt,negative,39
throwin kitchen like making rah illi chili shalonda bangin cake,neutral,63
least done,positive,10
little good luck tam robert cant text table,positive,43
love twitter,positive,12
lovato oh see thanks replying anyway,neutral,36
subway always taste better someone else pay,positive,43
watching african music show tele love,positive,37
wife took last mcdonalds breakfast today,neutral,40
nerdy found star war day today love,positive,35
nothing make last time checked jar curry sauce pepper inside disappointed,negative,73
really want star hope flawless work,positive,35
yeah tatami room kid tatami dont mix,neutral,36
lol ur tweet sound like ur voice yelling lol,neutral,44
bunny longing hoodie left car br,neutral,32
yeah guess dont get company weekend want come hang,neutral,50
chillen started twitter,neutral,23
hello james,neutral,11
yeah man brought back market couple year ago scarce,negative,51
sound fun,negative,9
keri hilson slow dance rockin playlist right get song pure dropper,positive,66
milano hey thought tweet say hi much write there space little box hehe,neutral,70
hey yet soon maybe tomorrow,neutral,27
yeah yeah gd night,positive,18
turn red,neutral,8
agree married yr 6th move blah,negative,30
way work gon na miss general hospital,negative,37
imac died keep cutting reason anyone recommend good mac place service part think need new power supply,negative,102
ohh confused p seen favourite,neutral,29
dont like,negative,9
sewed shirt fail screaming vv quesadilla quesadiaas bomb try scream another day,positive,79
gorham aww shame still followfriday though,negative,42
running rain,neutral,12
havent seen week,neutral,16
would love see sun raining day,positive,30
rachel allen date bar easy make,positive,31
know mad u,negative,10
omg hollie well sad watch see simon well nice want lol,negative,54
first natalie little holly mean,negative,31
er want go sit heat watch high school graduation,negative,48
wow leonardo dicaprio jennifer davisson killoran producer movie orphan direct contact info,neutral,90
yeah thought awesome glad see character like gambit brought back fold,positive,69
really wan na go school monday honest,negative,37
checking idestroy sale sale good,positive,32
wtf come need day go,negative,20
gosh freakin bored talk,negative,23
yay got stuff rygegrejdk perfect taste like banana apple,positive,56
wtf getting hm tm today revision revision revision,negative,50
le hour till show oh lee broke guitar practice,neutral,46
amazing beer pong brother,positive,25
stokoe bet imagine much work making movie wait see,neutral,50
oh read going remake girl wan na fun stop hollywoodjust stop,negative,60
still called back regarding groundbreaking production sent earlier,negative,66
lot hell yeah rebel meet rebel dac pantera like pantera song find cowboy hell cd,neutral,80
thanks oscc changing lately like layout,positive,39
idk stupid 7th grader,negative,21
sadly time come put mom home,negative,28
pizza going sleep,neutral,17
yum mickeyds eggmcmuffin mcyum,positive,30
waiting line tryst,neutral,18
thanks assignment im work today,positive,31
hulu germany suck,negative,17
walcers ready cry going long day reminiscing,neutral,44
kidney stone ever deserve kind pain twice five time life took drug peace,negative,72
listening stolen music loved cause free,positive,39
miss city leave priciness pollution panhandler,negative,46
reading maltese sunday newspaper coffee aah glorious sunday,positive,59
sorry triple twitter post trouble wstocktwits account try clutter twittersphere,negative,79
sleeping rocking sheet hope smoothness endulging wait blanket,positive,61
ughh miley creature song infested brain,negative,39
getting another one alfie,negative,25
ehhehehe thanks,positive,15
website idk place around ur area,neutral,32
eye starting hurt getting super late got ta keep tweeting haha philippine tour please tom,neutral,89
yes wan na come hang htown gurl know whats haha bangin got ta hang chick,positive,72
ahh hate sick watching atonement sleeping,negative,41
gee week get anymore horrible cant go spain,negative,43
phne block text,neutral,15
say creatur night hmm dne soon,neutral,30
well donkey appeal sure,neutral,23
promise,neutral,7
aw ok got tuesday got ta write short post today tho,neutral,51
may humble bold christ lisa,neutral,27
rip lil si cousin babyfather jimmy aka gemstar,negative,46
thank need pas test first,positive,25
confused,neutral,8
wee girl started cry mum came shame,negative,35
im feelinq huqe pimple smack middle doom aint riqht man,negative,55
feel like dressing heck putting make haha,positive,41
happy mother day ekin sayang mak,positive,32
first star trek anything really entertaining see harold fly enterprise white castle,neutral,83
free hug super fluffy robe,neutral,26
way let know want schedule round two played highland wood monday shot,neutral,69
saurus hear wish,neutral,16
actually find something like easy get good gift lot money tbh nowhere near personal though,positive,90
omg lg kc910 touchscreen fone pile shite roll new contract month,negative,64
one le follower make sad feel like life dull uninteresting,negative,58
yes haaha break jellybeanies,positive,28
happy birthday,positive,14
bought pink ipod nano day ago delivered week yay hopefully getting ear pierced week xd,positive,86
restoration site would also take place part bank proposal bird gone avocet yr,neutral,77
never thought die alone another six month unknown,negative,49
miss girlfriend season,negative,22
back weekend get away,neutral,21
thanks,positive,6
mind plug work patent got turned bc someone already thought earplug benedryl,neutral,76
sound interesting wish phone java,neutral,33
awesome saw added myspace could please tag photo thanks,positive,55
much debate,negative,11
feeling hurt,negative,12
got headache,negative,12
way home sunshine bag full stuff work,neutral,37
hahah try,neutral,9
bed yet got second wind guess edit read something feel tired huh,neutral,64
socksy plucky independent caspar lazy attention seeking,negative,55
drink club drinking past hour,neutral,29
goin work,neutral,9
got really bad arthritus left hand cant use thumb,negative,49
alright let slide one,neutral,21
today started well,negative,18
oh always forget take medication supposed take minute breakfast taking,neutral,70
nothing beat nurofen plus,neutral,25
haha awful think everyone hate sound voice hear played back know,neutral,64
watching gossip girl,neutral,20
sound like fun,negative,14
tired right get early,negative,21
know share follower wonderful sun shining brightly darkest africa,positive,65
nice meet good know another one follower actually speak,positive,55
iloveyoumoree,positive,13
nope comin 2nite gurl,negative,21
waking vega god,positive,15
day cool lil twisted spam twitter like last week tho,neutral,52
lol l love tweet keep coming,positive,28
ok nevermind photo set private sorry,negative,36
yeah kept rethinking noone knew would want go lol ended buy,neutral,59
fight night demo load keep crashing first screen time delete download think,neutral,75
someone admitted crush cool,positive,27
wanted dm back cuz following thanks anyways maybe ill see ya around elleay,positive,74
haih sleep lar,neutral,14
time theme purple,neutral,17
booya sup tweeps happy infamous day get soon wait play need find time though,positive,76
morning last day random awesome weekend gon na round dbar style good timez,positive,74
oh love oreo get many variety uk,positive,32
retweet please awesome kawaii anime cosplay item,positive,48
gon na dm say following lol done hahaha,neutral,39
thinkin twitter interesting,positive,27
say tutoring cousin,neutral,19
pavement boiling hot dog limping guess summer officially,negative,56
finished wander girl nth time hilda gallares truly kindred soul,positive,63
feel like going home sleep till next day,neutral,40
thanks much lil si gone u bird park,positive,35
boy girl lie aw santa real either,neutral,33
going bed pain fell shoulder today good night,neutral,45
watching ncis complete first season,neutral,35
want go sixth period,neutral,20
super frustrated taking one love love paul,neutral,42
thanks laura,positive,12
mexico city traffic beating rush hour make aeropuerto,neutral,53
haha pretty good making something chicken yum,positive,45
hello like little chat dm mail id,neutral,33
mattcuttscom domain umzug und neues design,neutral,42
anrshine feeling pretty good check saying,positive,41
im watching tv home wishing could get chicken shish delivered go enough penny,neutral,77
kate leaving lonesome,negative,21
hey girl r gon na today,neutral,23
great hear saw slumdog millionaire yes bollywood thing end,positive,58
already know gon na miss josh next week mom need surgery work suck good day oh tum tum hurt,negative,91
really want go see script ny august one go,negative,42
ooh changed twitter name approve whole heartedly,positive,48
beckiiex omg going see another reason live devon none f cinema film im annoyed,negative,78
cute manly cute course reminds scion,positive,36
hell going last night morning sucked moving tonight,negative,51
well organize one get guarantee oldie though,neutral,44
okay cool hope better dream last week,positive,37
hate cold stop sneezing claratyne work hr,negative,41
hey dee wish could make mastermind session tomorrow wedding statesboro hope chat soon,positive,85
love twilight,positive,13
good day till twisted ankle two mile run,neutral,40
bee coincidently friend cancelled movie date,negative,44
mm craving sweet potato almond going incorporate super food tomorrow,neutral,68
britain got talent cute little girl feel sorry hope simon find time,neutral,67
someone really need make kit like avaialble home use,neutral,52
trying fall asleep ancient assignment drinking water ice lime yum,positive,65
ya going without,neutral,16
wish,positive,4
loving new hr monitor,positive,21
ahaha im carlos wasup,neutral,21
love think,positive,10
following mya,neutral,13
freddies cotch ladyhawke missing bajan beauty,negative,45
stay home wife take daughter friend tokyo steak house sadly body cooperating today,negative,82
typical gh arrives leave work going long day,negative,44
shakedown street,neutral,16
hope feel better alone talk ready go bed alone,positive,46
week meet next thu fri sat try mic surface,neutral,42
twitter cool let go mcdo,neutral,24
weather gross outside put bad mood,negative,34
coming end long day good new got everything done bad news got ta wake 445am tomorrow work,neutral,89
would love guy toured really philippine tour,neutral,44
sometimes write start top tweet stream past happened,neutral,52
congratulation two adorable beautiful ring,positive,42
want ghd straightener shipping cost pound deal,neutral,46
sad got plan cancled,negative,20
yay sing loud wed fall boy time low cobra starship friday win,positive,61
ay beezy finally lol time hookah get twiiter love ya,positive,52
nyc hey sweetie cnt go fri thnks much,positive,37
got txt holla ya need,neutral,21
hot thermometer showing 25c moment,negative,34
work 6am got ta go bed soon,neutral,27
one thing shattered amazing song oar,positive,36
going home awesome time peep,positive,28
omg got sleep neighbor building deck starting 500am tired feel like took benadryl,negative,81
realized chris lake spinning stockholm yesterday missed,negative,55
going bed peter,neutral,15
pub dog seems misplaced friend drink,neutral,36
minute want strangle used car salesman presentation related shamwow guy,neutral,71
happy star war day may 4th brilliant,positive,36
sometimes take solve problem fresh morning hope today beautiful,positive,63
man miss truck much return cause month in month,negative,47
pleease pleease make dj drop,positive,28
im pain,negative,7
got home im effin sad,negative,21
really good concept mozconcept really love send something mine time,positive,67
cant sick im go see new nephew,negative,30
strangely enough yes work may everyone,neutral,38
goodmorning world,positive,17
ill blackberry,positive,14
strange char limit tweet ustream geogeektv live,neutral,47
use lb tabby cat got north shore animal league diabetes,neutral,55
word ima summer move back lol,neutral,29
watching bro play footyball,neutral,27
really want milkshake money,negative,27
time tv bedthen spending day catching studying hate online summer class,negative,71
love nice weather exam,positive,22
son 15th birthday weekendtaking mexican meal major game buying spreei miss lego day,negative,83
bff chrissy22 glad got dog lol stomatch hurt,negative,44
wish could see dramafest bad,negative,28
sigh bed try get crummy hr sleep b4 horrid hour day smh niterz evry1 let twitterbugz bite,negative,89
got new prom dress,neutral,18
baking cooky,neutral,12
daddy left go back home texas c hopefully n next two month,positive,58
nice pc authority review tivo vod service still loving tivo,positive,59
thanks friend went watched movie ate chocolate chip pancake one friend house fabulous,positive,85
marmey want cake chocolate,neutral,26
turtle shoe make awesome couple shoe could talk back turtle p lol,positive,65
ajax php thinking concept autorefresh chander made mistake,negative,58
thanks know happens awhile,positive,26
star trek nah dad one star trek right enough today see corlaine much style shezz,neutral,80
touchin star,neutral,12
phone disconnect internet right middle uber also first tweet inside steam,negative,73
however got gardening something eternally pleased,positive,49
know need new iphone stat dropped mine cement week ago couple row pixel went,neutral,76
yes write article,neutral,17
heart broke little little mean lot,negative,34
wife split duty tonightwife headed osu daughter ath trng rcption son school paper banquetcan make,neutral,97
walking tesco rhiannon hannah hide evidence lastnight,neutral,53
heard first mention,neutral,19
serious pain,negative,12
work yo ho yo ho another day hell hole,neutral,38
haha good job getting close eye set somewhere else though,positive,57
somebody smuggle sydney slave eternity,negative,38
well thats exam failed bsc gone,negative,31
well atm anyway managing co musical talent p horrible thing say bout rove,negative,73
go canada made nikkie payne comic well soo yeah funny pervs teen people family,positive,78
come straighten hair sprinkle,neutral,29
runway hour,neutral,11
skin burning much,negative,17
yen lol get vid phone ipod cant find song lol,negative,45
yeah kinda glad stay home,positive,25
look matter ethnicity woman something else fella get amen dueces,neutral,64
watching almost famous andrew michael yolanda,neutral,45
yes bb actually one really give,negative,31
trying figure earth supposed able update status via phone someone help mee,positive,74
thx hoping good week,positive,20
sure every office men woman capacity realize shut unholy christ,negative,63
ugh another day today uttered word last week missed yr old birthday even ical,negative,77
looking forward session gym,neutral,27
nothing sad actually,negative,20
hi twit friend happy mother day beautiful amazing mother,positive,56
ever realized never fully everything want feelin,negative,48
sososo bummed like really bummed hate rain ruin date,negative,52
oh lot people starting tweet hope could still read multiple tweet philippine tour please,positive,88
time nerd,negative,9
still angry,negative,11
get,neutral,3
excited mother day big year olivia finally old enough excited understand,positive,72
haha love way put lift foot ground spin u around make u crazier,positive,63
seriously though amazing night,positive,30
guy like fish stick,neutral,19
kid count day till saturday hope something remember life,positive,56
ive got cold suck awesome ipswitch xd,neutral,37
lmao um duh gurl need buy vnecks like em,neutral,40
really anyone got final yet yeah stuck class loveyoufletch xx,neutral,61
lol watching big bang theory latest episode,neutral,43
got really sad wen holly started cry bless,negative,42
hate putting new contact,negative,24
shopping grandparent dinner bf woop,neutral,35
oh man raining seatbelt buckled thanks bates wishing blow flip burn,positive,67
way home,neutral,8
enough room,negative,11
yaeh thank god im home suekd kicked church,negative,42
exactly becomes completely incapable anything unless helping many,positive,65
felz dia de madres happy mother day,positive,35
happy mommy day teensthanks f,positive,29
chip sale wo,neutral,12
bus almost hour late crappy alarm clock leeuwarden,negative,50
haha hope great laugh laughter best medicine,positive,44
think rate ill class sigh,negative,25
green day performing snl next week sorry made happy still ditzy justin timberlake skit,neutral,86
thanks appreciate know unsubscribe list grow tomorrow lol,positive,57
know reason,neutral,11
dusted vacuumed apartment think need another new vacuum entire apartment smoky bought one kmart,negative,95
another bday w special friend,positive,29
much bro,negative,8
want dress,neutral,10
bloody server work least hour want go home,negative,42
great local stop ask direction even better know answer,positive,54
soo happy today going home bit suck meeting everyone aceness extreme lol cheesy p,neutral,81
b day may party sat come gay,neutral,28
sigh come sac please miami central valley,positive,41
heard song purpose avenue q post reminds,neutral,40
watching jeremy assemble jr new radio flyer bike jr sick degree fever taking nap cheer though,negative,93
goodnight,positive,9
forgot much really needed music barely week music yay,positive,53
aww tom made smile love much xd,positive,31
anything help,positive,13
could see quote vote,neutral,20
yea sweet r good kid,positive,20
apparently paige partying rose jenn adam without child wild imagination,positive,71
mazur hahaha actually thought popular,neutral,37
omg online shock horror,negative,23
sick bad throat worst toothache good thing work pharmacy load drug,negative,66
itv plugging special lot great night miss tweet come back home,neutral,62
ohh know church got mcfly,neutral,25
welcome back see tomorrow come pick gift,positive,40
use ie firefox playing know try fix tomorrow,neutral,44
love family guy hour work go,positive,28
thanks following,positive,16
confused weather really gon na sunny really gon na rain,negative,55
god twitter stop eating undeleted dm,negative,36
poor going nap,negative,14
sorry squirrellist talk black sliver squirrel,negative,45
wouldnt change fan world tbh dont think anyone would change mcfly world amazing x,positive,81
fun doll tequila carne asada mom dancing funny,positive,46
talking since dnt trust hurt im good secret keeper,neutral,50
man suck feel pain local buy cup coffee,negative,39
assignment actually looking pretty decent glad changed topic last minute,positive,72
would nowhere go one go,negative,23
yay idea look like,neutral,18
ebru thank link cool see monday,positive,31
much sand sd pismo weekend another canon powershot broken 2nd one year buy time,negative,79
wall like saying banned zac efron lol sonny,positive,43
tomorrow night would definitely work,neutral,36
really look like going rain gray la bummer sumtimes,negative,51
thanks becoming follower,positive,24
listening favourite song allah ke bande hasde,positive,45
bubble tea awesome long since,positive,29
start getting ready work took lexi park earlier wish could lay around day,neutral,73
also ride giant squid knew ama hafta go try get later love,positive,58
oh line,positive,7
happy mother dat,positive,16
say karma strike twice,negative,22
mtn dew minifridge,neutral,18
final thought day deodorant really make lung bleed inhaled constantly certain female paranoid bo,neutral,96
fighting mum mother day,negative,23
great job,positive,9
ugh sleepy think still kinda sick,negative,33
aw hug sorry man rich buy ticket,neutral,32
stressin hcore supposed cleaning room feel like,negative,47
wan na longboard raining ughh,negative,29
hear missed many film due insufficient fundage watchman dark knight star trek,neutral,77
ah chest hurt,negative,13
would defo done im already booked side country,neutral,46
everything weeps,negative,16
seeing brother graduate tomorrow fun,positive,36
including guess umma partying alone yet lol,neutral,43
sick tired rain,negative,15
yonkers news post june newspaper furloughed,neutral,43
took math test today day test teacher say bring calculator luke confident teacher decided calcs,neutral,95
yay smokefree well done,positive,23
looked apartment weekend found one like hubby going today try rent one apartment crossing finger,neutral,96
hamilton get hockey team really think name hamilton team name sad,neutral,65
white pointy shoe haha ah got excited new drummer youre mean,neutral,60
oh guess officially big nerd heard movie great even like trek,negative,61
slowly getting angry jon kate plus thing,negative,40
worst kind news,negative,15
finishing studio new song myspace tomorrow may 5th,neutral,50
ive done somethign like update today,neutral,36
sleep amp,negative,9
whew finally home putting hour lab watching catch eating cheese grape good night,neutral,80
alcohol make tired miss want much hurt,negative,38
feeling sad reason,negative,18
sure wish cat would stop hiding,neutral,31
far surprisingly good response dad offered airbrush old logo wall think might overkill,positive,86
follow friday make feel really unpopular,negative,40
get hang kaitlyn,neutral,16
darn bacon,negative,10
sleepover tonight,neutral,17
gigantic initial inertial get oneself work deadline,neutral,51
went muslim marriage first time life came back stomach full tasty briyani really like much,positive,90
prefer singstar know word,neutral,25
yay least get see next year sad,neutral,31
got phone black swamp bird observatory report connecticut warbler metzger magee today,neutral,85
figure reply tumblr sorry get nyc go event b4,negative,45
making mix minute far aiming minute loving far dj sugarfree,positive,59
wahahahaha wan na na well hapit na guess hahahaha yes know hahahaha lol narn haha joke,positive,86
kinda forgot much love darkness,neutral,31
ouchie take excedrine thats thing kill headache fast,neutral,52
already finished chatting haha,neutral,30
ecomonday fischer go check recommendation seen,neutral,46
get cat 2stop killin rabbit another headless baby rabbit n garden dis morn live close 2field wher lot rabbit live,negative,113
miss,negative,4
twitter go idea work,neutral,20
funny havent showed love yet,neutral,28
listened eye fire enjoyed thanks,positive,32
done,neutral,4
sky monday,neutral,10
forget venezuela talking like classmate,neutral,39
missed min haha went sleep past major anxiety attack around ugh boo,negative,67
got bmth concert ticket youknowimsofreshtilldeath,neutral,49
getting home work finally,neutral,25
expert recommend exercise minute day week two jillian video,neutral,59
thanks yes sudden downpour seem rather freakish really end summer philippine,positive,76
lady think shes watching scrub delusional shes bailing plan,negative,59
trying figure twitter thing quite excited,positive,41
com dude always think thing get worst,negative,37
oh cool wait awesome,positive,20
going houston nola weekend want join u,neutral,38
good bmovie starship trooper cool citizen,positive,41
lol bk year going come yet,positive,26
texting,neutral,7
wondering friend went,neutral,21
trade weather gloomy today la,negative,29
trying upload custom background working,negative,39
quiet day work 2dayjust dinner whats doin,neutral,41
put neighborhood little one like runner got 1st place okay time happy,neutral,69
gasp know final one sad reading book year,negative,41
way airport headed nyc,neutral,22
jus skinned knee wat hurt lyke hell tho always tha little one hurt tha,negative,70
hell beeato,neutral,11
dang need bed bay area monday tuesday night anyone able help,negative,60
tip today eagle special bronco put house,positive,40
miss nostalgia everyone please kick tushar,negative,42
sad clint hurdle got released liked,neutral,35
coffee hand laminate floor lay footy watch play living dream,neutral,60
yay think found,neutral,15
today horrible sillyness caused whole lot stress head ache ended ruining beautiful sunny day,negative,92
dinner party great happy full client like end day,positive,49
two word hot pocket delcious food ever created,positive,46
k thank ver much appreci ate compliment level best know let mother,positive,66
welcome love cute stuff,positive,23
really good distraction check right,positive,35
aw thank feel good,positive,18
urge go shoppinghm got money,negative,28
phone broken im lazy go verizon store get new one oh well guess phone awhile aha,negative,80
checking twitter trying find people know unfortunately one know us website,negative,74
ok twitter near exciting thought would,negative,38
doesnt want exam next week,negative,26
wonder put bet cub winning world series due bttf ii love actually happens geek,positive,78
come online need someone talk,neutral,29
blue news love tonight dc,positive,25
sad wish could stay longer last time ill see tonight better wear make,negative,69
alternatively could spend afternoon reading pride prejudice zombie,neutral,66
brother bloom opening weekend el paso buy brick enjoy watch brother bloom,positive,73
made animated holiday card thingy shh tell mom yet surprise,neutral,59
home well hate workin,negative,21
say good evening,positive,16
partty playing twister getting tipsy well everyone else lol,neutral,59
oh yeaah still bffs aha marie,positive,29
aw yeah must say good haha,neutral,26
well enough mushy family talk bed stubbornly go,negative,47
ok seems need remember account posting last tweet fc tweet,neutral,58
freeagentapp free trial ran today subscribe abby accidentally canceled card still waiting new one,negative,97
coming til around stay though,neutral,29
omg great day today went art thingy noe really want zune hd bed part raining come mister sun,positive,92
upload picture everything big,negative,29
even saw news feed archie website believe choose veronica disappointed,negative,70
yes,neutral,3
flip flop broke walking downtown seattle,negative,40
zwarte maillot,neutral,14
music teacher either expired forgot lesson leaving outside waiting ride pick hour,negative,81
stupid folkestone cinema showing star trek time,negative,47
dream awhile thanks everything tweeple many blessing much joy peace love happiness hope ur dream come tru,positive,105
bored go akon,negative,13
saw note faq language thing would change mind need help anything else,neutral,69
nope,neutral,4
put original art comic album really nice except show much liked cut corner finish,positive,81
wow pancake mix,neutral,15
yes cant wait hope vip pass help since people already campin hahah,positive,66
woot,neutral,4
idea,neutral,4
keep crown shut mouth know nonjudgmental mean,negative,45
agree redesigned q13 site look great computer phone,positive,51
apple wana take bite,neutral,20
suck wish could get cheaper montreal cool shop carry,neutral,52
sher good quite people even get see due court rushing see fam,positive,61
bad never made last ten year,negative,28
news kid find parent,negative,20
honestly last night amazing everything perfect,positive,46
losing makeup bag tragic luckily keep diff place got ta replace bare escentuals tearr,negative,85
would appear note self change perfume hmm get tarot card,neutral,56
oops cy place near trouble,negative,26
wish summer,neutral,11
wow way discouraged idk anymore fml,negative,35
funny say filling speak cheer,positive,29
latest obession,positive,15
yvonne thanks ffrecommend lovely profile photo agree w sleep lol,positive,64
eating tito home made ice cream yum,positive,35
really wan na see jonas brother novemeber need find someone come,neutral,64
squashed foot,neutral,13
kk fun eating lol remember shaun love haha,positive,42
love fact bank holiday monday stay bed,positive,38
another gorgeous day pau home time week though depressing thought,neutral,65
tell everybody said happy mother day love ya fan love miley rock,positive,64
isnt internet working,negative,21
saw ur chance else would name think b missing 2nite thank god youtube,positive,69
oh according laineygossip taylena bc fame gosh poor two heartbreak row,negative,70
fashion show done one slip cooking glass wine two,neutral,49
haha funny mikee probably mike ever like sad thought,neutral,52
fake fascination like cause longer pretend like,neutral,47
soo scary careful one kirstie,negative,29
happy mother day,positive,16
feel like poop hate sick,negative,24
ok2 g nyt haha early,positive,20
lunch bittercreek hopnoxious sweetgrass ipa tho still right world,positive,65
trying tweetdeck seen twittering programme thought give try,neutral,59
jamies free view dead,negative,21
horrible purposely write bunny mean cruel mention plain tacky,negative,61
sad brother bad day,negative,19
keepsitreal haha awe well right could home horrible lol,neutral,55
online one download week,neutral,24
lol,neutral,3
redskin release jon jansen guy put ton sweat bruise team missed,positive,63
dam keep rainin,negative,15
mia june final,neutral,14
ah music ear,neutral,12
light depression payed extra bill last year tax must find country tax lower,negative,75
waiting line get gas degree today,neutral,33
stunning business card ashamed mine,negative,35
good hear got bit tan today unheard pasty white time mostly freckle,neutral,67
anyone got remedy neck pain able turn head properly without bad twinge day,negative,74
like jean,neutral,9
paypal hate refuse let verify account,negative,37
fun bacontaco night,positive,19
first night sleeping new home,neutral,29
unable booze friday indeed entire weekend actually hurt,negative,55
coming myspace yr work though dnt bother,positive,40
win kelly clarkson ticket sorry cecilia really wish could give much deserve,negative,75
congratulation penjii calling soulja boy mcbaby lol,positive,51
wtf lmao got hit head bloody ball,negative,33
moving nothing accessible camera broken kitchen stuff box internet make hard cook blog get brooklyn,negative,99
simmons everyone mistake make lesson learn let negativity get,positive,61
blinded,negative,7
want cry thought nba season almost next year miami,negative,50
radio active never get old never 4th time listened cd repeat today still love,positive,77
drive nut,negative,9
incase forget happy mother day mom mommy best one world,positive,55
tonight snl dissapoint lol,negative,26
morning forgot daily booth yesterday shocking want sit garden today read huge bee nest,negative,86
finally leavin tha studiomade really really good music pleased wit tha turnout,positive,78
heading utah hospital great day everyone,positive,40
tried oprahs free unfried kfc loved went back another try topped boba wolverinechilled pope dave ben,positive,100
hey back robluketic live,neutral,24
worst headache ever history worst headache today man hate,negative,57
really weird night last night miss friend,negative,41
enter giveaway use know could,neutral,29
mean vip time coz kb thingy haha,neutral,32
finally found new flat,neutral,22
well peer trained peer taught peer learning,neutral,43
favourite song tonight cheer tokyo police club,positive,46
gossip girl pizza way thank lil babe,positive,36
lost star trek ring starfleet academy class ring w golden gate bridge got high school graduation present,neutral,104
back home great time,positive,20
checkin new twitter,neutral,19
oh day stress thinking future making sad,negative,40
egg today shame looking forward egg bacon sandwich,negative,50
got back torus watching shark boy lava girl,neutral,43
ok think snapshot befoore vid recording seesmic lady dont look like freak sayin,negative,79
wanted say ur music scene aesthetic n danger radio hopefully get see guy day,positive,76
miss fizzy duck love hive mind,positive,30
hang drink hot coco,neutral,19
dnt even like wearing skinny jean cuz yall ni99as,negative,49
laptop spasy phone cat music mother making breakfast lovage,neutral,59
good luck final everyone,positive,24
youtube really awesome quality actually,positive,39
haha im gon na follow dream well ur dream haha im still reading 90th time p,neutral,75
leaving work,neutral,12
oh grease vh1 almost though,neutral,27
nothing stayed home,neutral,19
first day work im excited lay place everything well job,negative,55
midnight outta happy mother day fellow mommy nonmommies may everyone special day,positive,80
helo wos work pretty hope alright certain individual didnt ruin,positive,63
ugh work suck could sher right,negative,30
eminem 3am freaking awsome im going back seam like something big inside alien,positive,77
hahahaha yay lakers would please like dip,positive,41
shite night tomorow get hang little brother neice sufficient enough change mood,positive,79
hehe found ya,positive,13
totally overstressed going work want college work go away wan na fail,negative,69
dude read wrong haha well good good thanks agree,positive,48
hope whoever stole purse money get coming,positive,41
spent allowance cybernet expo sf send dm rate tho mayb cash flo bttr,positive,68
urgh feeling like today bad headache tired blood sugar high,negative,59
ruby skye last night well superb set steve last hour loaded thrillseekers material old new,positive,90
depends fun,neutral,11
green computing,neutral,15
getting one field vehicle cleaned look like action hero governor want give another furlough day nice,positive,100
home tired phone bed good night tweeter happy mother day,neutral,56
ache chill joined party cold go away get worse,negative,46
dude suck would tow space,negative,25
boduch get friend facebook people add,neutral,37
rosie vet routine shot bordatella,neutral,33
dont know sent email using account random stuff didnt even understand changed password,negative,86
wish could go back bed,positive,22
im pleb take freezer put oven,neutral,29
laptop pooped new harddrive needed using dh old pc maybe offline bsod happened many time safe mode,negative,98
morning sun back like,neutral,21
good morning gon na clean house bit maybe clean nothing rest day,neutral,64
office til around today good day yesterday bsc,positive,46
online sad thing,negative,16
bah dhcp server must keep falling face,neutral,38
love finding new follower,positive,25
chung oh get well soon alexa take rest,positive,38
awesome congrats completing believe cycled distance cottage though day,positive,70
thanks everyone unfortunately nothing done sale speak convince diamond nothing,neutral,78
good morning,positive,12
ipod taken last breath im truly devastated lost public transportation companion,negative,79
sitting car cat keep meowing feel bad,negative,37
haii sankq fine ima j get checkup co rib hurt lol idk shall fine thanks,neutral,71
yeah george say something word otherwise jiberish junk love joy happy ahh see nice,positive,82
way get maggie moo peanut butter galaxy home thank god week done meeting day,positive,76
sunday sunshine track,neutral,21
m wee wedding,neutral,13
looking like magic,neutral,18
finally home watching saturday night live dreaming amanda boo,neutral,61
horrific fight school glad everyone ok friday,neutral,45
sign yet,neutral,8
cold lost wallet,negative,16
clever girl,positive,11
finaly back home,neutral,16
kbal24 sorry feeling way,negative,24
reel big fish cover edna goldfish,neutral,33
joelted definately tomorrow,positive,27
realised able talk crazy cat sunday sad,neutral,39
sorry,negative,5
movie boyfriend,neutral,15
theatre seeing star trek second time becuase cool,positive,49
rather omg nearly monday,neutral,24
pooh kind party got going,neutral,25
