tweet,sentiment,length
"Flat is sparkling clean, now that`s team work  on way to pick up food for 6!",positive,76
This is what I have to give a 7 day old baby  poor thing  http://yfrog.com/6pwwlj,negative,81
 resistance was futile! Needed pretties to knit with,negative,52
"i need to see ...now! someone buy me a plane ticket, please?",neutral,60
    You guys can make it through!,neutral,33
" awww thanks Jon! My 9yr old told me I was to sleep in, while they all clean the house.. best mom`s day present ever!",positive,117
"just got home from Tillie`s dance recital. lol, it was spectacular!",positive,67
 tut tut. Isn`t charging just fun. Thr new palm pre charging platform looks nifty tho.,positive,86
Going to work.  Could use some happy pills,positive,42
Jacqueline Wilson day on CBBC,neutral,29
 Iï¿½m good! You coming on just as Iï¿½m off to drive home...,neutral,61
 I know!! our cats could be family  mikesh is so cute!!,positive,55
don`t you hate it when you finish all your work and there`s still 1.25 hours left of work time,negative,94
" Ouch! Sunburn`s bad! Hope it`s not to sore on your bedding, that`s always the problem.",negative,87
sad day... told my students this is my last year here... a lot of crying since..,negative,80
"m still watchin Boston Legal tho it cracks me up 2, scrubs earlier was good  i guess i just like a laugh!!!",positive,107
My logic to getting a short prom dress? Last year it was so freaking hot I was dying... Look at the weather...  hahah just my luck,neutral,130
jen! we havent talked in like 3 days!,negative,37
 you givein lady ga ga arun for her money in that get up hee hee love it,positive,72
 that plain sux. kinda like cheers goin off the air.,neutral,52
"Today is just not my day. I can`t seem to feel any better. If i dont eat, im hungry. If i do eat, i feel like im gonna be sick. Blah",negative,132
"i need sweets, drank my cyderrrrrrrrr",neutral,37
"Out if class!! Yow party + four hour lecture don`t mix attal!! I had to drink 3 red bulls & I`m still sleepy .,,,,smh! Alrite bedtime",neutral,133
 yea. I was off today luv. I shudve told u.   anything exciting happen yet. And I saw u last night,positive,98
pmg im very upset no just relasie hugh laurie isnt on  **** ohh,negative,63
"  it does but the screen is dark - so when i click it, i hang up on whoever im talking to",neutral,89
I want it NOW..  finally found what I wanted ..,positive,47
Has finally taken a shower after much distraction from twitter and the bubble wrap off to read  and drink a smoothie,neutral,116
" Heehee, how did you know who I was talking about?",neutral,50
_Zol I would like to make a comment about the password but I can`t on this medium,neutral,81
editing something in photoshoot  NILEY,neutral,38
Yogulicious? another sour sally competitor,neutral,42
 yeah I was like oh oh oh yeah that`s it but then she said no  lol bummer,neutral,73
" they did,",neutral,10
 Good luck with the footage - none of the stations are breaking in live with it,positive,79
 i know!! No money for pedicures!!,negative,34
_Star95 oh so you know how I feel then  **** representative for bank of america tried to make it sound like I did it. What a b ...,negative,130
 really?  wooooo! I wish i could go to indonesia! Lol. Hopefully next summer.,positive,77
 well just remember that tmrw is another day and hopefully won`t be as craptastic. sorry girrrrl,neutral,96
"I missed you yesterday, Lacey.    We get to go to granulation tonight, though.",negative,78
assumes it wasnt so taboo to start an email with 'LOL' considering that the reply it got started with 'ROFL. PWN3D.' I love the internet!,positive,137
 It means 'luv ya' in Zulu/Xhosa. Probably spelt it wrong lol. Can`t b creative 2day ...tired  so translated,neutral,108
  i got too do course work   i hate it it is hard this one,negative,58
working today.  Can`t find my key so I had to borrow Miranda`s.,neutral,63
With My Boy Still  He`s everything to me,neutral,40
 ..people you love.... wait i am not there,positive,42
 Awwwww!!!! And the gorgeous photo from California!!! You two make me melt!!!,positive,77
" lol, Thanks for the morning Chuckle   Not sure if you follow me? Please check..",positive,80
Happy Mother`s Day Mommies,positive,26
Went to see 'UP'. It was a really good movie that pulls at the heart strings  i highly recommend it,positive,99
 awww  omg garbo fake playing during one of the songs!!! haha,negative,61
 Perfect! Thank you.  <3<3,positive,26
BYEEEEE!!!,neutral,10
" dear michael sorce, you crack me up! sincerely, me",neutral,51
 i hope you feel better,positive,23
well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it`s worth the wait!,neutral,125
"  Yah, they have footlong sausage too mah. But Halal place..piggy sausages are bigger",neutral,85
Getting ready for an early night tweeps!   Have a great one every 1,positive,67
" I could act in most Buffy eps  I have seen them so many times, but s1 was shaky (apart from eps 1,2,6,7 & 12)",neutral,110
 great show today,positive,17
wants to go to walmart. but won`t go alone,neutral,42
'Ooh-ooh... it`s SHINY'. An dmore awe-tastic quotes from THE BEST ANIMATED MOVIE EVER coming up,positive,95
back home early for once  - wow this thing is getting addictive..................**** u phil XD,positive,95
****. My friend`s in such a state and I don`t know how to help him. Nothing I say seems to be helping and I wish I knew what to say,negative,131
my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo,negative,91
" aha, so that`s you.  I`ve been meaning to take a look. Looks cool. If you could just get a pool in there",positive,105
 Hi Selena i made this team to support you in Greece and Cyprus,positive,63
 i`m with you in this.  i`ve always have prob prioritizing myself ahead of him.,neutral,79
"_**** :O really  well if u want, we can go 2gether next yr?",neutral,59
" Maybe you have, my memory sucks.",negative,33
Grey`s `Sweet Surrender`  http://tinyurl.com/d5mjyj,neutral,51
currently working on the SDP`s Prototype.... so much to do...,neutral,61
"Hi tweete, surprised to see everyone still up...maybe it`s the full moon",positive,72
 Hope you feel better soon and check out my cool backround on my profile,positive,72
"Hey, im chillin right now, gettin ready for school   Mohawk Kidd",positive,64
"i feel extra-nauseous all of a sudden, like my stomach wasn`t ready to resume peristalsis after the events of two nights prior",negative,126
" youre not going, are you   ?",neutral,29
I`m gonna miss them so much  I`m crying right now... :/,negative,55
 do u hav a garden? bunny probs r decidedly uncool.   thanks 4d link!,neutral,69
" totally agree, but she always seems to be henpecking John, even before the cheating thing",neutral,90
"Love is an air-conditioner on a hot day...a heater on a cold day...and a warm body in bed any day  -  yep, me again",positive,115
 and I have a gentleman`s agreement: Whoever wins the first match (or is it best of three?) pays for the other person`s copy.,neutral,125
is thinking so much and i`m at work,neutral,35
 What was the compiment? I`m glad you`re having a good time.,positive,60
"It turns out I`m really, like, sixty years old, guys. You were right!!!!!  I`m off to seek my future a little later than planned!",neutral,129
"To make it worse, its my friends party tonight, and I`m stuck here. I haven`t seen her for months",negative,97
"watching shark boy and lava girl! on disney channel. hanging out with sarah jane, micah, & rachel",neutral,97
my head is hurting..,negative,20
 I know!!!! He didn`t ask me,neutral,28
Photovia secondstar05) i dreamt i was doing spells from harry potter yesterday night lol  i loved it. http://tumblr.com/xyt1qynya,positive,129
Oops that would be #edaust09,negative,28
Crawling into bed super happy that the Penguins won tonight,positive,59
really ill atm,neutral,14
my party is wiped out they be all dead and stuff,negative,48
its about to storm..soo much 4 goin out  ..ill just play on the net for awhile,neutral,78
 I think I should... But with who? Hmmmm. Maybe a friend in ALASKA,neutral,66
 Ah GDit! Ranger game this afternoon,neutral,36
 ahh that would rock,neutral,20
 is enough time!! (if i get into VIP!) but i know that doesn`t make up for it  at least they`ll have each other!,neutral,112
 Hi! Im Barb frm IA. New to tweetin. Enjoy reading ur tweets. U seem like a wonderful person..I KNOW ur a wonderful actress,positive,123
" Hey girl!  Yeah, my allergies kick in at the most random times. Hmph.",negative,70
 um... thats my favorite beer!! why must you torture me so when I can`t make it down there!!,neutral,92
" No, trying to reason with it. It didn`t listen",negative,47
" I will, n btw happy mothers day sissy",positive,38
Have been rolling on the bed for the past 2 hours ... Still unable to sleep,neutral,75
" As much as we would love that, it is hard to make ends meet up here ... with the job situations and all...",neutral,107
June gloom seems to have arrived early,neutral,38
I work in one hour,neutral,18
  cuss u siad u weren`t having it...lol,neutral,39
... thanks everybody for your wonderful feedback re my Happiletter,positive,66
 You are welcome.,positive,17
http://twitpic.com/4jkvh - I wasn`t bored really..  my redd converse. I love converse.,positive,86
"Very very interesting night in Defiance to say the least... but hey, I got `Guys and Dolls` for free!",positive,101
_Rocks Just spurted Fanta out of my mouth laughing at that!,neutral,59
 hope you have a great day tomorrow!!  happy mothers day!  let us know what you did,positive,83
 Don`t tease me! I`m in desperate need of an adjustment.,negative,56
 OHH  yeah i sometimes forget  your in the other but cheek ok america,neutral,69
" well, the customer is always right (at least that`s what they tell me)",neutral,71
sore head..hope my girls ok,neutral,27
" Alas, we can`t broadcast the lunches as we have no bandwidth in those rooms",negative,76
"Back at home,11 hours till work",neutral,31
" That may be, I still don`t like hearing his name so much.   #blackhawks #canucks",negative,81
 i got talent too  u nvr hear me sing or dance them does call me Mini Breezy,neutral,76
Bah I don`t think `s FB fan page will get to 7500,negative,49
Last night was fun w the lightening and thunder  Today will be in the 90s,positive,73
"Reading, cryin, reading, laughin...  Enjoying the ride while being enlightened and inspired by letters to a young sister!!  Thx Hill.",positive,133
" Ahh man, and im off NEXT weekend",neutral,33
Apperently ea knows my copy of the sims 3 is not legit and is upset,negative,67
" Thanks!  Your name strikes me every time I see it, as a friend of mine uses belofsouthie as her email",positive,102
_ thats coz we love you,positive,23
 Here`s getting cold.. And I got my coffee break 2 minutes ago. Enjoy your drink,positive,80
Finally out of school for today! HAD TO SIT IN LIBRARY FOR A LONG TIME,negative,70
at home. have very sore feet. and am sad because the sale of my grandas house just went through. miss you,negative,105
 are you are a RIOT!!,negative,21
 ooohhh imma need you to get on that asap love you,positive,50
 i know... I don`t want to be left in our home by myself during the weekend...,negative,78
Gonna get my ticket to Las Vegas today. Gotta check my milage. Can`t wait till August,neutral,85
 Grrr. We don`t finish until July 3rd.,negative,38
" I Love This Song lol, You`re amazing Steph , xoxo",positive,50
 hey thanks mate your cool coz you watched it...,positive,48
i messed up my back/hip. it hurts so bad,negative,40
My arms hurt,negative,12
" oh ok  good ... now i will jump for joy! M, you just made my day",positive,65
The moon is sooooo pretty,positive,25
I have too much homework to do today,negative,36
workin at la bootay... wheres the warm weather at???,neutral,52
depressed; my best friends pissed @ me,negative,38
 yes........there are many cool things americans cannot watch,positive,61
 ._.; Thanxxx ! Now with that message I just wanna leave !! )= ! BYE !,positive,70
  so thats how u spent ur weekend so far?,neutral,41
"done with the fkn exam! n just bought the mothers day gift, finally... tada! the new prada fragrance  going to meet up mum n fam now : ...",neutral,138
school is so pointlesss. seriously though. 7 days of school left and all we do is watch movies and make powerpoints. let me leaveeee,negative,132
 Have a good day,positive,16
 Caan`t Iht Be Earlier? ICant Wait That Long.  Ahar. (:,negative,55
happy mother`s day everyone,positive,27
weekend along with the summer is here so why do I feel sad?,negative,59
just going to cook some lamb chops for lunch - I always end up coking just before pay day and amaze myself at how much I can cook,positive,129
"getting off for the night, in such a great mood!",positive,48
" From the champion team in the defunct MBA, Cebu Gems!",neutral,54
Hate this song  ? http://blip.fm/~5jg6f,neutral,39
 ooo enjoy  and thanks for looking out for ours,positive,47
"partied w/  @_SML, elitecamp, rock steady crew + the ladies (wow), and of course crazy legs - holla! lmao - sober. totally sober",neutral,128
Snap. Breaking out again,negative,24
I buy the team Zotz and they decide to roast me.,negative,48
hey  sending some Florida sunshine your way  Supertramp ï¿½ It`s Raining Again ï¿½  you m... ? http://blip.fm/~5jucn,neutral,116
"- arrggh kids that won`t settle....need some Kava for Liam, that`ll sort `em...",neutral,79
"_ it just upsets me , becasue like 6 years we have loved them .. and then this happens  imm really uset now x",neutral,109
"honestly, why did the folks at Microsoft do MS Word 2007 to me?  I can`t believe I just spent 10 minutes finding auto correct options",neutral,133
_dazzles Well tonight would be a good time to watch.,positive,52
I`ve listed lots of new beads on eBay!,neutral,38
bath time,neutral,9
"fuckkk i need sleepppppppp lol, happy mothers day mummy",neutral,55
Good movie.,positive,11
 ah! NFG were super amazing! Jordan is `pretty legit`!! Can`t stay longer 2 meet everyone cuz we hv 3 hour drive home!,positive,118
still shopping and looking for shoes now,neutral,40
Dump your worries in the Stress Fire. Fun and profoundly freeing  http://budurl.com/c765,positive,88
A central lesson of history is that States are parasites which always expand until they destroy their host population. - Stefan Molyneux,negative,136
" whaatttaatttt! she is a good cook and really creative, silly sierra",positive,68
i didnt get a hug today,neutral,23
finally gone!!!,positive,15
"Took yesterday off & treated myself to an outfit & shoes, I have not treated myself in a while, my mothers day gift to me",positive,121
 lucky girl!!! I work all day tomorrow! and maybe even Monday!!,positive,63
 RIP Michael,negative,12
"_KONG Record Grand Prix to skip through later, watch Man U game, Radio 1 .... well sport comes first",neutral,100
 Dont worry man. You`ll see me just as much this week as you did last week.,positive,75
: i miss you,negative,12
 mama the boys gon be sweating her hard in Pre K  lol muah,neutral,58
SICK again,negative,10
wishing I were somewhere else besides here!!  Don`t worry this won`t dampen my day and neither will the rain,positive,108
 Aniya666 yours wasn`t there,neutral,28
"_21Thanks, I`ll keep working on her    lol good idea!",positive,53
"Season 2 of The Wire, done! Kinda weak compared to the first season but I expected that... Still good though  Season 3 here I come!",positive,131
_rashid aww how cute  I like that song a lot,positive,44
" Haha! Night man, and no, but Im sure I`ll meet her again in my lifetime, in fact I will...no doubt about it.",neutral,109
I totally forgot thats its friday till I read `s tweet. Ha. I feel dumb  *Take A Breath*,negative,88
" The article on language groups in spaceports looks really cool, but i can`t open the site from that link.",neutral,106
 Teehee..I know it too!,neutral,23
Not a happy camper  not having a good day at all...,negative,51
 how`s the translation going?,neutral,29
"New pic.... Twitter is finally letting me change my pic.  For those that missed it, Fannish Inquisition is now  please follow",neutral,125
Ok. Night sweet people  I`ll look for ya tomorrow,neutral,49
Cuba trip booked,neutral,16
 check out the Conchords `Business Time`,neutral,40
" Ashlie, thank you.  You made me feel a little better.",positive,54
 oh darn i`m not in london,negative,26
" Nah, they don`t. All my Twiter followers are fabulous.",positive,55
" strange, that is exactly the chapter god laid on my heart to read in The Message yeaterday morning...He works in mysterious ways",neutral,129
"feels very, very rough!",negative,23
having a great mothers day,positive,26
" thanks for adding, no befriending, no, uh oh never mind, Thanks!",positive,65
" yep,raced round it in cars and bikes,its only 40mins away,dont av much motorsport there now,its more planes n choppers now",neutral,123
 hello nikki! i just ended my exams 2 hours ago!  how abt u?,neutral,60
"Supernatural was mega good  Now I`m off to bed, urgh long day of school tomorrow x",neutral,82
" its like a little adventure, only Im kinda worried about her, and I cant take the bus to where she is cos my oyster is broken",negative,126
Still at work.,neutral,14
Finally home  Gonna hit the hay n sleep till noon lol,positive,53
add me up: http://profiles.friendster.com/americanidolislove  friendster.,positive,73
"You want ittt, you got ittt!",positive,28
" haha! thanks, Tiff   it went well, but they WORE ME OUT!!! lol. im too old for this ;)",neutral,87
_fann coming up! Sowwy!,negative,23
" well, I took it in early `00, graduated in `01. we were the final stage guinea pigs  it seriously is a waste of time.",negative,118
http://twitpic.com/4jcfg - About to cycle within this quarry on Shipley glen near Baildon moor before heading back through the woods,neutral,132
 dude i am so sorry!!!!! I never got that number for you my fail  i just remembered,negative,83
"Argh, I can`t avoid spelling bee spoilers anywhere! Now I know the winning speller and word before having actually watched the bee.",neutral,131
"is exhausted from a great weekend, and is looking forward to this week",neutral,70
 I like all the songs  I can`t say just one guys! love ya,positive,57
Disappointment really sucks!  I`m getting used to it.,negative,53
Can not afford the DR this year. I just can`t pull it off this time.,neutral,68
 having a F**Kin` great day over there Graham isn`****,positive,54
i think the vog is making me sicker than i think. feeling slightly achy,negative,71
Just got back from the grocery store. Now I`m starving and can`t find anything to eat!,negative,86
has an exam at 10am - I slept about 3 hours last night,neutral,54
 that sounds great right about now. It`s ridiculously hot in my house,neutral,69
Healthy Wishes. I may just start saying that.,positive,45
Iï¿½m JBobsessed  xD I miss them soooooo much!  They should have a live web cast on bookface ?  EVERY thursday xD,negative,113
", Whered you end up going? I stayed in & watched SNL, one of the funnier shows theyve done this season.",positive,103
I am totally knackered and back in the meeting,negative,46
 I need to cancel my appt for 1 have to be home from1-5 for washing machine repair man can I do on the am? So sorry,negative,115
God the weather in London is ammmmazing! Yet I`m on a train half the day,positive,72
 I only ever seem to listen to Dirty these days. Most of our CD`s are still at Greg`s parents,neutral,93
" I always choose to be a good guy, even if I know its only a game, i feel a bit bad doing evil things",neutral,101
its friday & every1 has plans but me..my mom is laser tagging w/ friends(haha)My brother is out..my sister and dad r working me-bf=alone,neutral,136
OMJ JUSt qOt HOME fROM tHAt PARty! it`S 2:OO a.m! i`M MAN tiRED! GOODNiqHt AND HAPPY MOtHER`S DAY 2 ALL!!! tAkE CARE & GOD BlESS!,neutral,129
 have your own style. it just might work.,positive,41
"...OOOPS AGAIN, the reply button is the RIGHT of the msg...now I`ll stop spamming",negative,81
Changing Guitar strings.. Getting Ready To Perform `THE CLIMB` at my cousins birthdayy,neutral,86
_ yeah,neutral,6
If I loved this any more I`d streak thru the hood damnit ! I`m pumped,neutral,69
Is still stuck in the office working!,negative,37
" by the way, it`s INconvenient...",negative,33
@_hayles yer there must be-not sure tho-caught it off my brother but got it worse,negative,81
_ - hey there.    How was your day?,neutral,35
Getting ready for our annual old boys hockey competition  let`s bring down the students!,neutral,88
" 'arrest her' or, anything ending in -est that can be done to her.",negative,66
 Thanks for tweeting a very useful set of refs - I`m in the middle of adding them to a chapter I`m editing,positive,106
 Very nice!  Bea and I are so bummed we can`t make it   We should try and get together in the near future.,positive,106
 Hello there! Thankyou. I always seem to make a difference in  someone`s life everyday.,positive,87
I want to wish all the Mommy`s a happy mothers day!,positive,51
 Thanks for the reminder Tony,positive,29
 just clicked on your bio. You`re in Cantazaro!? Have been to Italy several times. But never Calabria!,neutral,102
gahh!! i`m so tired right now.,negative,30
_ashley OH REALLY?!,neutral,19
_d ...I`m so happy for you guys! COngratulations!,positive,49
 heyyy girl.. havent tweeted u all week. hope all is well with you,positive,66
"_Marls Nah I got bare work to do, 3 weeks left and I`m bare behind",negative,66
 My wand? It`s a black hawthorn wand with a core of kraken heartstrings.  You?,neutral,78
"Worried about Bry, he has bronchitis and a sinus infection   Poor baby.",negative,71
 Nofair! My BK only had Uhura and Nero left.,negative,44
lay by the pool and take a nap. my agenda for the day,neutral,53
 Yeah. Me too. Will lookout on your tweets too. Happy Tweeting,positive,62
ready for a day full of His presence  i`m expecting the best!,positive,61
 good catch!  Thanks a bunch- have to put up a new widget.,positive,58
just got home from dinner and am really really full. my mom said my dad bought me a sony a200k? holyyyyyyy,positive,106
Having first beer in over 8 days what has happened to me and Im only having it cause Miss 8 wanted to get me one for mothers day.,negative,129
" ... much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry",negative,124
  That is really sad,negative,20
 http://twitpic.com/3x3wq - impossible to know them closely,neutral,59
 SS & i r @ the devon horse show. gettin` mostly rained out. lots of events have ben cancelled incl the coaches,neutral,111
 IIII know!!! and mean,positive,22
feels like spammers season .....is called summer season,neutral,55
making margaritas and about to watch Milk. Good times,positive,53
Ugh! I have to beat this stupid song to get to the next  rude!,negative,62
now cassidy is butcking that i am **** lol cant ever win,neutral,56
" - We drank ours away, May Day Bank Holiday today",neutral,49
feeling nice... got a big **** smile on my face for no reason   take my **** to sleep right? lol,positive,96
iPhone just fell,negative,16
Hav fun at heav y Metal happy hour you guys! In the future  accadentally sets it on fire while smoking with ,negative,108
 You`re right- you don`t do sympathy very well,negative,46
"Eh, I`ve gotta go to bed anyways. Goodnight.",neutral,44
 wow... that was very sexy,neutral,26
"1 surprise party today, 2 parties tomorrow.  FunFunFun! But, need to finish bug project. O_O",positive,92
" Ha-ha abbreviate it , so it`s not so bulky",negative,43
 I gave up following  - She seems really nice but clutters the hell out of my feed.  It got annoying.,neutral,101
 You should spray yourself with the non smelling repellant that stinks to high heaven,neutral,85
I am new here,neutral,13
my knees are sore after physio,negative,30
Ugh that walmart was so hot and white  is it wrong that I can see how people become agoraphobics?,negative,97
 yearling in pet home died... very sad for their whole family,negative,61
 aw you could have played the **** game with me this morning! Nobody else wanted to play,neutral,88
Going home... with sore #eyes,neutral,29
"Good morning universe, how are you today",positive,40
 I want to SOOOOOOO BAD!!!,neutral,26
I bruised my toe worse than my I did my finger. It **** hurts right now even with ice on it,negative,91
" aw thank you sam phil, i love you",positive,34
 The rest of the week is less than 2.5 hours long,neutral,49
"also, Lipton`s Sparkling Green Tea is gross",neutral,43
 you are a slow answerer!,negative,25
" WOw, that`s a lot of work.  I hope today is a day off for you.    I`m working as usual.  But, getting some playtime in too.",positive,124
:   whatcha reading?,neutral,20
 lets see.. we hate that groupies are **** near stalkers.. we love that they send gifts..,neutral,89
Working on several book projects that are due to be released within the next few months.  I need an extra pair of hands!  It`s all good...,positive,138
So glad the days almost over... Another nite of me nd my pain pills alone at the crib lol. Ughh I wish this weekend was over alreadi!,negative,133
english class! working on interactive orals,neutral,43
Good morning,positive,12
" I would LOVE to learn trapeze! I`ve wanted to do that since I was a kid. Sadly, there`s no place where I live that teaches",neutral,123
"I just saw Nick`s friend Jose D Fish GH3. ****. Well, on to Star Wars  I`ll probably be going to a MLB game if I get good seats",neutral,127
_spn your boyfriend didn`t even say bye!,neutral,40
_berra happy birthday!,positive,22
 yea just fun dive..a bit scary sometimes but fun.  u like diving?,neutral,66
17 hours left of being a teenager.. and ill be sleepin for 8-10 of those hours.. how depressing,negative,95
showed my fluids decreasing slightly. So doesn`t look like she`s letting me out of this bed anytime soon  I have a follow up U/S next week,negative,138
I wish the sun would come out...I guess it doesn`t matter since I`m at work and can`t enjoy it anyways,negative,102
LA unified summer schools drastically cut due to CA budget  cuts. Very sad,negative,74
Wish my U2 beta key worked now. Don`t want to wait `till Wednesday to play,neutral,74
" yes mate, on Friday",neutral,20
got an A in english again  yay..  but a D- in maths,neutral,51
got a super cold!,positive,17
"My debit card is going the same way as my credit card, it`s snapping",neutral,68
"Google going down means DoubleClick goes down too, means I can`t get any work done.",negative,83
"Wow, mosquitoes in the backyard suck.  So does coughing myself half to death in the middle of the night and keeping Cassidy awake too.",negative,134
off to bed I go..have a great Mom`s Day all you moms!,positive,53
  let`s hope so,positive,15
 http://www.CultureShockMag.com  shoutz 2  the mix on the site is gonna b nervvoouuss,negative,85
http://twitpic.com/4wij6 - my oldest nephew playin on my guitar hero drums,neutral,74
We got JoJo in for free and free drinks for Mom! My kind of night,positive,65
 The Disney Store is not treating me to well with hours  I realy want to go on 6/13. I willdo anythig to go to the show ;-),positive,123
my hubby is staying for one more week in Uzbekistan,neutral,51
" happened about three weeks ago. Why, is there a serial card fraudster on the loose?",negative,84
"I`m looking forward to going home tomorrow, but I really wish it was for a different reason.",positive,92
Added Twitter updates to  Facebook page at http://tinyurl.com/d4cxze wondering if this one will show up...,neutral,106
" I need horror to be lovecraftian actually, not enough weird horror movies.",negative,75
" and what about me, huh? I`m crying. Did U forget me?",negative,53
 Sorry to hear about the laptop troubles. Hope you can get them fixed and the lappy back to norm.,neutral,97
 man i need 2 find a siitter Val still aint **** wit me  LOL,negative,60
Drinking and smoking is very bad.---but im grown tho,negative,52
happy mothers day..,positive,19
Because you`re everything to me DEMI LOVATO,positive,43
 http://twitpic.com/4hsd2 - Weheyyyy   We give thanks for MIDI keyboards,positive,72
   Thanks so much!,positive,18
 thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here,negative,78
_petty I`m leaving community college with a bang!,positive,49
" im sure he will  and if its not today, maybe it will be tomorrow..",neutral,67
GAWD!. If only that dream actually happened last night....,neutral,58
 I`m going to Cali in like two weeks! But it`s nor cal,neutral,54
 So who`s going to win the Heineken Cup?  Just need to know who *not* to bet on,neutral,79
"Praying for pressure on brain 2 subside, for brain seizures 2 stop & for tumors 2 go - Dan is comfortable but still has niggling cough",neutral,134
 Stress test: http://www.selfhelpmagazine.com/psychtoons/glasbergen/StressManagement/StressTest.gif  Good luck!,positive,111
good morning everyone! hope you al have a lovely sunday!  (and i do hope it doesnt rain tomorrow :|),positive,100
 Can`t wait to see you on December in Switzerland for a third rendez-vous  Great show ! You are just amazing  ... Enjoy in OZ,positive,125
" Union Square? Somerville? You`re better off with the 87. That probably helps you zero at this point, though.",neutral,109
" and yes, I have seen your comment and yes, I did have the right answer.  I`ll get over it.",neutral,91
mum just made me cry coz she said something so sweet to me  i love her so much! MUMS ARE THE BEST!,positive,98
had a great day...and now I`m off to bed. tomorrow I`m back in sd,positive,65
So bored in chem n im super hungry! Ugh,negative,39
 Aww how cute! You`d love my bathroom  http://twitpic.com/4jez4,positive,63
" dude, saw your Twitter profile after a long time - love the background. way way cool!",positive,86
"sabi ko nga lighting up is hazardous to your health, but got shoes for it  thanks love",neutral,86
 just one of those days where loneliness creeps up on you slaps you in the face.,negative,80
i don`t even want to go to the store to get ice cream.  i wasted a cute outfit on... sitting on my **** on twitter!!,negative,116
" greaaat, do minee now pleaseeeeee",positive,34
 You missed me!  lol,neutral,20
Ooooh Kay! Its time for me to stop twitterin and get going...,neutral,61
"in santa clara a long way from hoe, well not that far. it sure seems like it.",neutral,77
A Happy Mother`s Day to all moms and soon to be mom`s out there.,positive,64
 ... an explosion of them? in the late eighties we had very odd weather and instead of them migrating the wind blew them back,negative,125
 I no  he`s the same friend that went with my bf to something at t... Read More: http://is.gd/JmjB,neutral,98
31 degree centigrade is much hotter than 30 degree centigrade,negative,61
 Jz local movie here. The title`s virgin 2 :p actually i feel not so good. So tired n dizzy,negative,91
Ugggh school is so boring! I cant wait for this year to be over. So stressed -.= i shoulda stayed home today....,negative,112
" you are right, enjoy the lasagne,",positive,34
is addicted to the pet society app on facebook,neutral,46
"My bed had tha nerve 2 call my blackberry askin me where the hell I was.......looks like I gotta go ya`ll  I`ll c u in 3.5hours, after nap",negative,138
Oowweee!!! China club wuz poppin!!! Lipstic n Pumps were in full effect!,positive,72
 I know it`s just a sprain. It`s a repetitive injury for me.,negative,60
 - Have you dissapeared to go on the Ellen Show?,neutral,48
"A bit early to confirm a trend, but daily site signups are still on the rise",neutral,76
 i can almost imagine what the call taker must`ve felt like taking that call...especially if they have young ones at home.,neutral,122
 purrrrs.... ooooh that will do,neutral,31
what is it with chocolates? i just can never say no,neutral,51
"sunny day, sunny outlook",neutral,24
 Hi Nancy your fine (till it the baby moves!)  Just get out of the house & do fun stuff early! The hardest jump was 1 to 2,neutral,122
 Ahhh I can only imagine what you`re looking at!! So luckyyy. Hope your having fun.,positive,83
i was helping my dad re decorate my bedroom. time 4 a shower!,neutral,61
_B You didn`t see everyone going on about it on Facebook about 3 months ago?,neutral,76
stopped at the store to pick up some items and debit card is missing,negative,68
Writing this paper is a lot harder then i thought . LOL,negative,55
today was such a horrible dayy,negative,30
is working 4 to close,neutral,21
" i can`t believe you`re coming near me! but to a place that i can`t get into.  i love you, Jenny!",positive,97
Had a little fight with My Best Friend   What should I Do?!?,neutral,60
 So sorry about all that  praying for you,negative,41
"already knows 3 dishes: Torta, Hotdog, & Itlog. Hurrah for me!",positive,62
 Aw where are you headed to? i just cancelled my trip to Aussie,neutral,63
Star wars day! May the 4th be with you.,positive,39
" How hard is it 2 be running back an forth constantly? Ya kno workin all the time, havin crazy sleepin schedules? Must be hard",negative,126
 - wait for the third day!!,neutral,27
I`m in a traffic jam,neutral,20
"If u want to change the fruits, u will first have to change the roots. If u want to change the visible u must first change the invisible",neutral,136
 Whaat? That would seem to be a very powerful spell. Kind of tips the scale in their favor.,neutral,91
Cant stop playin` in my head  -- pussycat dolls jai ho ellen degeneres [HD] http://bit.ly/HxLfm,neutral,95
Happy Mother`s Day! It will be a good day,positive,41
This GAR keeps going out - 3rd relight,neutral,38
"_2 Hey, Thanks 4 The Advice & Support",positive,37
"_oliver whats for breaky then, russtle something up for my hangover please our jamie lmao",neutral,89
i bit my tongue sooo bad...it`s swollen.,negative,40
http://tinyurl.com/67sk5r Follow my blog and I`ll follow yours,neutral,62
_and_Easy when will these stores in Sacramento open? Been waiting and nothing,neutral,77
Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how **** my work is,negative,130
 my saturday was good  i cannot wait until this monday night,positive,60
" I guessed right, like 25 minutes ago...do you even see your replies....lol",neutral,75
 Does this happen every monday?,neutral,31
"thinking about having lunch soon, but we have no food in",neutral,56
if not impossible,neutral,17
just got Up and going to get ready to go to meadowhall ;) can`t believe my internet broke yesterday  GUTTED,negative,107
 does this mean you`re leaving me?,neutral,34
19 years for Phil Spector  http://bit.ly/199ZWD,neutral,47
